,attributes,datatype,date,station,value
350,",,7,",SNOW,2016-01-30T00:00:00,GHCND:USC00423506,0
351,",,7,",SNWD,2016-01-30T00:00:00,GHCND:USC00423506,0
352,",,7,0800",PRCP,2016-01-30T00:00:00,GHCND:USC00427516,0
353,",,7,",SNOW,2016-01-30T00:00:00,GHCND:USC00427516,0
354,",,7,0800",SNWD,2016-01-30T00:00:00,GHCND:USC00427516,0
355,",,7,0800",TMAX,2016-01-30T00:00:00,GHCND:USC00427516,156
356,",,7,0800",TMIN,2016-01-30T00:00:00,GHCND:USC00427516,17
357,",,7,0800",TOBS,2016-01-30T00:00:00,GHCND:USC00427516,33
358,",,N,",PRCP,2016-01-31T00:00:00,GHCND:US1UTWG0005,8
359,",,N,",PRCP,2016-01-31T00:00:00,GHCND:US1UTWG0014,3
360,",,7,0800",PRCP,2016-01-31T00:00:00,GHCND:USC00423506,0
361,",,7,",SNOW,2016-01-31T00:00:00,GHCND:USC00423506,0
362,",,7,",SNWD,2016-01-31T00:00:00,GHCND:USC00423506,0
363,",,7,0800",PRCP,2016-01-31T00:00:00,GHCND:USC00427516,5
364,",,7,",SNOW,2016-01-31T00:00:00,GHCND:USC00427516,0
365,",,7,0800",SNWD,2016-01-31T00:00:00,GHCND:USC00427516,0
366,",,7,0800",TMAX,2016-01-31T00:00:00,GHCND:USC00427516,172
367,",,7,0800",TMIN,2016-01-31T00:00:00,GHCND:USC00427516,28
368,",,7,0800",TOBS,2016-01-31T00:00:00,GHCND:USC00427516,50
369,",,N,",PRCP,2016-02-01T00:00:00,GHCND:US1UTWG0005,160
370,",,N,",PRCP,2016-02-01T00:00:00,GHCND:US1UTWG0014,152
371,",,7,0800",PRCP,2016-02-01T00:00:00,GHCND:USC00423506,107
372,",,7,",SNOW,2016-02-01T00:00:00,GHCND:USC00423506,0
373,",,7,",SNWD,2016-02-01T00:00:00,GHCND:USC00423506,0
374,",,7,0800",PRCP,2016-02-01T00:00:00,GHCND:USC00427516,137
375,"T,,7,",SNOW,2016-02-01T00:00:00,GHCND:USC00427516,0
376,"T,,7,0800",SNWD,2016-02-01T00:00:00,GHCND:USC00427516,0
377,",,7,0800",TMAX,2016-02-01T00:00:00,GHCND:USC00427516,100
378,",,7,0800",TMIN,2016-02-01T00:00:00,GHCND:USC00427516,6
379,",,7,0800",TOBS,2016-02-01T00:00:00,GHCND:USC00427516,11
380,",,N,",PRCP,2016-02-02T00:00:00,GHCND:US1UTWG0005,0
381,",,N,",SNOW,2016-02-02T00:00:00,GHCND:US1UTWG0005,0
382,",,N,",PRCP,2016-02-02T00:00:00,GHCND:US1UTWG0014,0
383,",,N,",SNOW,2016-02-02T00:00:00,GHCND:US1UTWG0014,0
384,",,7,0800",PRCP,2016-02-02T00:00:00,GHCND:USC00423506,0
385,",,7,",SNOW,2016-02-02T00:00:00,GHCND:USC00423506,0
386,",,7,",SNWD,2016-02-02T00:00:00,GHCND:USC00423506,0
387,",,7,0800",PRCP,2016-02-02T00:00:00,GHCND:USC00427516,0
388,",,7,",SNOW,2016-02-02T00:00:00,GHCND:USC00427516,0
389,",,7,0800",SNWD,2016-02-02T00:00:00,GHCND:USC00427516,0
390,",,7,0800",TMAX,2016-02-02T00:00:00,GHCND:USC00427516,100
391,",,7,0800",TMIN,2016-02-02T00:00:00,GHCND:USC00427516,-44
392,",,7,0800",TOBS,2016-02-02T00:00:00,GHCND:USC00427516,-39
393,",,N,",PRCP,2016-02-03T00:00:00,GHCND:US1UTWG0014,0
394,",,N,",SNOW,2016-02-03T00:00:00,GHCND:US1UTWG0014,0
395,",,7,0800",PRCP,2016-02-03T00:00:00,GHCND:USC00423506,0
396,",,7,",SNOW,2016-02-03T00:00:00,GHCND:USC00423506,0
397,",,7,",SNWD,2016-02-03T00:00:00,GHCND:USC00423506,0
398,",,7,0800",PRCP,2016-02-03T00:00:00,GHCND:USC00427516,0
399,",,7,",SNOW,2016-02-03T00:00:00,GHCND:USC00427516,0
400,",,7,0800",SNWD,2016-02-03T00:00:00,GHCND:USC00427516,0
401,",,7,0800",TMAX,2016-02-03T00:00:00,GHCND:USC00427516,61
402,",,7,0800",TMIN,2016-02-03T00:00:00,GHCND:USC00427516,-67
403,",,7,0800",TOBS,2016-02-03T00:00:00,GHCND:USC00427516,-61
404,",,N,",PRCP,2016-02-04T00:00:00,GHCND:US1UTWG0014,0
405,",,N,",SNOW,2016-02-04T00:00:00,GHCND:US1UTWG0014,0
406,",,7,0800",PRCP,2016-02-04T00:00:00,GHCND:USC00423506,0
407,",,7,",SNOW,2016-02-04T00:00:00,GHCND:USC00423506,0
408,",,7,",SNWD,2016-02-04T00:00:00,GHCND:USC00423506,0
409,",,7,0800",PRCP,2016-02-04T00:00:00,GHCND:USC00427516,0
410,",,7,",SNOW,2016-02-04T00:00:00,GHCND:USC00427516,0
411,",,7,0800",SNWD,2016-02-04T00:00:00,GHCND:USC00427516,0
412,",,7,0800",TMAX,2016-02-04T00:00:00,GHCND:USC00427516,67
413,",,7,0800",TMIN,2016-02-04T00:00:00,GHCND:USC00427516,-61
414,",,7,0800",TOBS,2016-02-04T00:00:00,GHCND:USC00427516,-39
415,",,N,",PRCP,2016-02-05T00:00:00,GHCND:US1UTWG0014,0
416,",,N,",SNOW,2016-02-05T00:00:00,GHCND:US1UTWG0014,0
417,",,7,0800",PRCP,2016-02-05T00:00:00,GHCND:USC00423506,0
418,",,7,",SNOW,2016-02-05T00:00:00,GHCND:USC00423506,0
419,",,7,",SNWD,2016-02-05T00:00:00,GHCND:USC00423506,0
420,",,7,0800",PRCP,2016-02-05T00:00:00,GHCND:USC00427516,0
421,",,7,",SNOW,2016-02-05T00:00:00,GHCND:USC00427516,0
422,",,7,0800",SNWD,2016-02-05T00:00:00,GHCND:USC00427516,0
423,",,7,0800",TMAX,2016-02-05T00:00:00,GHCND:USC00427516,100
424,",,7,0800",TMIN,2016-02-05T00:00:00,GHCND:USC00427516,-39
425,",,7,0800",TOBS,2016-02-05T00:00:00,GHCND:USC00427516,-22
426,",,N,",PRCP,2016-02-06T00:00:00,GHCND:US1UTWG0014,0
427,",,N,",SNOW,2016-02-06T00:00:00,GHCND:US1UTWG0014,0
428,",,7,0800",PRCP,2016-02-06T00:00:00,GHCND:USC00423506,0
429,",,7,",SNOW,2016-02-06T00:00:00,GHCND:USC00423506,0
430,",,7,",SNWD,2016-02-06T00:00:00,GHCND:USC00423506,0
431,",,7,0800",PRCP,2016-02-06T00:00:00,GHCND:USC00427516,0
432,",,7,",SNOW,2016-02-06T00:00:00,GHCND:USC00427516,0
433,",,7,0800",SNWD,2016-02-06T00:00:00,GHCND:USC00427516,0
434,",,7,0800",TMAX,2016-02-06T00:00:00,GHCND:USC00427516,144
435,",,7,0800",TMIN,2016-02-06T00:00:00,GHCND:USC00427516,-39
436,",,7,0800",TOBS,2016-02-06T00:00:00,GHCND:USC00427516,-11
437,",,N,",PRCP,2016-02-07T00:00:00,GHCND:US1UTWG0005,0
438,",,N,",SNOW,2016-02-07T00:00:00,GHCND:US1UTWG0005,0
439,",,N,",PRCP,2016-02-07T00:00:00,GHCND:US1UTWG0014,0
440,",,N,",SNOW,2016-02-07T00:00:00,GHCND:US1UTWG0014,0
441,",,7,0800",PRCP,2016-02-07T00:00:00,GHCND:USC00423506,0
442,",,7,",SNOW,2016-02-07T00:00:00,GHCND:USC00423506,0
443,",,7,",SNWD,2016-02-07T00:00:00,GHCND:USC00423506,0
444,",,7,0800",PRCP,2016-02-07T00:00:00,GHCND:USC00427516,0
445,",,7,",SNOW,2016-02-07T00:00:00,GHCND:USC00427516,0
446,",,7,0800",SNWD,2016-02-07T00:00:00,GHCND:USC00427516,0
447,",,7,0800",TMAX,2016-02-07T00:00:00,GHCND:USC00427516,150
448,",,7,0800",TMIN,2016-02-07T00:00:00,GHCND:USC00427516,-28
449,",,7,0800",TOBS,2016-02-07T00:00:00,GHCND:USC00427516,-6
450,",,N,",PRCP,2016-02-08T00:00:00,GHCND:US1UTWG0005,0
451,",,N,",SNOW,2016-02-08T00:00:00,GHCND:US1UTWG0005,0
452,",,N,",PRCP,2016-02-08T00:00:00,GHCND:US1UTWG0014,0
453,",,N,",SNOW,2016-02-08T00:00:00,GHCND:US1UTWG0014,0
454,",,7,0800",PRCP,2016-02-08T00:00:00,GHCND:USC00423506,0
455,",,7,",SNOW,2016-02-08T00:00:00,GHCND:USC00423506,0
456,",,7,",SNWD,2016-02-08T00:00:00,GHCND:USC00423506,0
457,",,7,0800",PRCP,2016-02-08T00:00:00,GHCND:USC00427516,0
458,",,7,",SNOW,2016-02-08T00:00:00,GHCND:USC00427516,0
459,",,7,0800",SNWD,2016-02-08T00:00:00,GHCND:USC00427516,0
460,",,7,0800",TMAX,2016-02-08T00:00:00,GHCND:USC00427516,178
461,",,7,0800",TMIN,2016-02-08T00:00:00,GHCND:USC00427516,-6
462,",,7,0800",TOBS,2016-02-08T00:00:00,GHCND:USC00427516,6
463,",,N,",PRCP,2016-02-09T00:00:00,GHCND:US1UTWG0005,0
464,",,N,",SNOW,2016-02-09T00:00:00,GHCND:US1UTWG0005,0
465,",,N,",PRCP,2016-02-09T00:00:00,GHCND:US1UTWG0014,0
466,",,N,",SNOW,2016-02-09T00:00:00,GHCND:US1UTWG0014,0
467,",,7,0800",PRCP,2016-02-09T00:00:00,GHCND:USC00423506,0
468,",,7,",SNOW,2016-02-09T00:00:00,GHCND:USC00423506,0
469,",,7,",SNWD,2016-02-09T00:00:00,GHCND:USC00423506,0
470,",,7,0800",PRCP,2016-02-09T00:00:00,GHCND:USC00427516,0
471,",,7,",SNOW,2016-02-09T00:00:00,GHCND:USC00427516,0
472,",,7,0800",SNWD,2016-02-09T00:00:00,GHCND:USC00427516,0
473,",,7,0800",TMAX,2016-02-09T00:00:00,GHCND:USC00427516,189
474,",,7,0800",TMIN,2016-02-09T00:00:00,GHCND:USC00427516,-6
475,",,7,0800",TOBS,2016-02-09T00:00:00,GHCND:USC00427516,6
476,",,N,",PRCP,2016-02-10T00:00:00,GHCND:US1UTWG0005,0
477,",,N,",SNOW,2016-02-10T00:00:00,GHCND:US1UTWG0005,0
478,",,N,",PRCP,2016-02-10T00:00:00,GHCND:US1UTWG0014,0
479,",,N,",SNOW,2016-02-10T00:00:00,GHCND:US1UTWG0014,0
480,",,7,0800",PRCP,2016-02-10T00:00:00,GHCND:USC00423506,0
481,",,7,",SNOW,2016-02-10T00:00:00,GHCND:USC00423506,0
482,",,7,",SNWD,2016-02-10T00:00:00,GHCND:USC00423506,0
483,",,7,0800",PRCP,2016-02-10T00:00:00,GHCND:USC00427516,0
484,",,7,",SNOW,2016-02-10T00:00:00,GHCND:USC00427516,0
485,",,7,0800",SNWD,2016-02-10T00:00:00,GHCND:USC00427516,0
486,",,7,0800",TMAX,2016-02-10T00:00:00,GHCND:USC00427516,189
487,",,7,0800",TMIN,2016-02-10T00:00:00,GHCND:USC00427516,6
488,",,7,0800",TOBS,2016-02-10T00:00:00,GHCND:USC00427516,6
489,",,N,",PRCP,2016-02-11T00:00:00,GHCND:US1UTWG0005,0
490,",,N,",SNOW,2016-02-11T00:00:00,GHCND:US1UTWG0005,0
491,",,N,",PRCP,2016-02-11T00:00:00,GHCND:US1UTWG0014,0
492,",,N,",SNOW,2016-02-11T00:00:00,GHCND:US1UTWG0014,0
493,",,7,0800",PRCP,2016-02-11T00:00:00,GHCND:USC00423506,0
494,",,7,",SNOW,2016-02-11T00:00:00,GHCND:USC00423506,0
495,",,7,",SNWD,2016-02-11T00:00:00,GHCND:USC00423506,0
496,",,7,0800",PRCP,2016-02-11T00:00:00,GHCND:USC00427516,0
497,",,7,",SNOW,2016-02-11T00:00:00,GHCND:USC00427516,0
498,",,7,0800",SNWD,2016-02-11T00:00:00,GHCND:USC00427516,0
499,",,7,0800",TMAX,2016-02-11T00:00:00,GHCND:USC00427516,200
500,",,7,0800",TMIN,2016-02-11T00:00:00,GHCND:USC00427516,6
501,",,7,0800",TOBS,2016-02-11T00:00:00,GHCND:USC00427516,22
502,",,N,",PRCP,2016-02-12T00:00:00,GHCND:US1UTWG0005,0
503,",,N,",SNOW,2016-02-12T00:00:00,GHCND:US1UTWG0005,0
504,",,N,",PRCP,2016-02-12T00:00:00,GHCND:US1UTWG0014,0
505,",,N,",SNOW,2016-02-12T00:00:00,GHCND:US1UTWG0014,0
506,",,7,0800",PRCP,2016-02-12T00:00:00,GHCND:USC00423506,0
507,",,7,",SNOW,2016-02-12T00:00:00,GHCND:USC00423506,0
508,",,7,",SNWD,2016-02-12T00:00:00,GHCND:USC00423506,0
509,",,7,0800",PRCP,2016-02-12T00:00:00,GHCND:USC00427516,0
510,",,7,",SNOW,2016-02-12T00:00:00,GHCND:USC00427516,0
511,",,7,0800",SNWD,2016-02-12T00:00:00,GHCND:USC00427516,0
512,",,7,0800",TMAX,2016-02-12T00:00:00,GHCND:USC00427516,206
513,",,7,0800",TMIN,2016-02-12T00:00:00,GHCND:USC00427516,11
514,",,7,0800",TOBS,2016-02-12T00:00:00,GHCND:USC00427516,11
515,",,N,",PRCP,2016-02-13T00:00:00,GHCND:US1UTWG0014,0
516,",,N,",SNOW,2016-02-13T00:00:00,GHCND:US1UTWG0014,0
517,",,7,0800",PRCP,2016-02-13T00:00:00,GHCND:USC00423506,0
518,",,7,",SNOW,2016-02-13T00:00:00,GHCND:USC00423506,0
519,",,7,",SNWD,2016-02-13T00:00:00,GHCND:USC00423506,0
520,",,7,0800",PRCP,2016-02-13T00:00:00,GHCND:USC00427516,0
521,",,7,",SNOW,2016-02-13T00:00:00,GHCND:USC00427516,0
522,",,7,0800",SNWD,2016-02-13T00:00:00,GHCND:USC00427516,0
523,",,7,0800",TMAX,2016-02-13T00:00:00,GHCND:USC00427516,222
524,",,7,0800",TMIN,2016-02-13T00:00:00,GHCND:USC00427516,11
525,",,7,0800",TOBS,2016-02-13T00:00:00,GHCND:USC00427516,17
526,",,N,",PRCP,2016-02-14T00:00:00,GHCND:US1UTWG0014,0
527,",,N,",SNOW,2016-02-14T00:00:00,GHCND:US1UTWG0014,0
528,",,7,0800",PRCP,2016-02-14T00:00:00,GHCND:USC00423506,0
529,",,7,",SNOW,2016-02-14T00:00:00,GHCND:USC00423506,0
530,",,7,",SNWD,2016-02-14T00:00:00,GHCND:USC00423506,0
531,",,7,0800",PRCP,2016-02-14T00:00:00,GHCND:USC00427516,0
532,",,7,",SNOW,2016-02-14T00:00:00,GHCND:USC00427516,0
533,",,7,0800",SNWD,2016-02-14T00:00:00,GHCND:USC00427516,0
534,",,7,0800",TMAX,2016-02-14T00:00:00,GHCND:USC00427516,200
535,",,7,0800",TMIN,2016-02-14T00:00:00,GHCND:USC00427516,17
536,",,7,0800",TOBS,2016-02-14T00:00:00,GHCND:USC00427516,28
537,",,N,",PRCP,2016-02-15T00:00:00,GHCND:US1UTWG0005,0
538,",,N,",SNOW,2016-02-15T00:00:00,GHCND:US1UTWG0005,0
539,",,N,",PRCP,2016-02-15T00:00:00,GHCND:US1UTWG0014,0
540,",,N,",SNOW,2016-02-15T00:00:00,GHCND:US1UTWG0014,0
541,",,7,0800",PRCP,2016-02-15T00:00:00,GHCND:USC00423506,0
542,",,7,",SNOW,2016-02-15T00:00:00,GHCND:USC00423506,0
543,",,7,",SNWD,2016-02-15T00:00:00,GHCND:USC00423506,0
544,",,7,0800",PRCP,2016-02-15T00:00:00,GHCND:USC00427516,0
545,",,7,",SNOW,2016-02-15T00:00:00,GHCND:USC00427516,0
546,",,7,0800",SNWD,2016-02-15T00:00:00,GHCND:USC00427516,0
547,",,7,0800",TMAX,2016-02-15T00:00:00,GHCND:USC00427516,200
548,",,7,0800",TMIN,2016-02-15T00:00:00,GHCND:USC00427516,28
549,",,7,0800",TOBS,2016-02-15T00:00:00,GHCND:USC00427516,44
550,",,N,",PRCP,2016-02-16T00:00:00,GHCND:US1UTWG0014,0
551,",,N,",SNOW,2016-02-16T00:00:00,GHCND:US1UTWG0014,0
552,",,7,0800",PRCP,2016-02-16T00:00:00,GHCND:USC00423506,0
553,",,7,",SNOW,2016-02-16T00:00:00,GHCND:USC00423506,0
554,",,7,",SNWD,2016-02-16T00:00:00,GHCND:USC00423506,0
555,",,7,0800",PRCP,2016-02-16T00:00:00,GHCND:USC00427516,0
556,",,7,",SNOW,2016-02-16T00:00:00,GHCND:USC00427516,0
557,",,7,0800",SNWD,2016-02-16T00:00:00,GHCND:USC00427516,0
558,",,7,0800",TMAX,2016-02-16T00:00:00,GHCND:USC00427516,211
559,",,7,0800",TMIN,2016-02-16T00:00:00,GHCND:USC00427516,39
560,",,7,0800",TOBS,2016-02-16T00:00:00,GHCND:USC00427516,44
561,",,N,",PRCP,2016-02-17T00:00:00,GHCND:US1UTWG0014,0
562,",,N,",SNOW,2016-02-17T00:00:00,GHCND:US1UTWG0014,0
563,",,7,0800",PRCP,2016-02-17T00:00:00,GHCND:USC00423506,0
564,",,7,",SNOW,2016-02-17T00:00:00,GHCND:USC00423506,0
565,",,7,",SNWD,2016-02-17T00:00:00,GHCND:USC00423506,0
566,",,7,0800",PRCP,2016-02-17T00:00:00,GHCND:USC00427516,0
567,",,7,",SNOW,2016-02-17T00:00:00,GHCND:USC00427516,0
568,",,7,0800",SNWD,2016-02-17T00:00:00,GHCND:USC00427516,0
569,",,7,0800",TMAX,2016-02-17T00:00:00,GHCND:USC00427516,228
570,",,7,0800",TMIN,2016-02-17T00:00:00,GHCND:USC00427516,39
571,",,7,0800",TOBS,2016-02-17T00:00:00,GHCND:USC00427516,56
572,",,N,",PRCP,2016-02-18T00:00:00,GHCND:US1UTWG0005,20
573,",,N,",PRCP,2016-02-18T00:00:00,GHCND:US1UTWG0014,18
574,",,7,0800",PRCP,2016-02-18T00:00:00,GHCND:USC00423506,30
575,",,7,",SNOW,2016-02-18T00:00:00,GHCND:USC00423506,0
576,",,7,",SNWD,2016-02-18T00:00:00,GHCND:USC00423506,0
577,",,7,0800",PRCP,2016-02-18T00:00:00,GHCND:USC00427516,18
578,",,7,",SNOW,2016-02-18T00:00:00,GHCND:USC00427516,0
579,",,7,0800",SNWD,2016-02-18T00:00:00,GHCND:USC00427516,0
580,",,7,0800",TMAX,2016-02-18T00:00:00,GHCND:USC00427516,244
581,",,7,0800",TMIN,2016-02-18T00:00:00,GHCND:USC00427516,39
582,",,7,0800",TOBS,2016-02-18T00:00:00,GHCND:USC00427516,133
583,",,N,",PRCP,2016-02-19T00:00:00,GHCND:US1UTWG0005,0
584,",,N,",SNOW,2016-02-19T00:00:00,GHCND:US1UTWG0005,0
585,",,N,",PRCP,2016-02-19T00:00:00,GHCND:US1UTWG0014,0
586,",,N,",SNOW,2016-02-19T00:00:00,GHCND:US1UTWG0014,0
587,",,7,0800",PRCP,2016-02-19T00:00:00,GHCND:USC00423506,0
588,",,7,",SNOW,2016-02-19T00:00:00,GHCND:USC00423506,0
589,",,7,",SNWD,2016-02-19T00:00:00,GHCND:USC00423506,0
590,",,7,0800",PRCP,2016-02-19T00:00:00,GHCND:USC00427516,0
591,",,7,",SNOW,2016-02-19T00:00:00,GHCND:USC00427516,0
592,",,7,0800",SNWD,2016-02-19T00:00:00,GHCND:USC00427516,0
593,",,7,0800",TMAX,2016-02-19T00:00:00,GHCND:USC00427516,206
594,",,7,0800",TMIN,2016-02-19T00:00:00,GHCND:USC00427516,39
595,",,7,0800",TOBS,2016-02-19T00:00:00,GHCND:USC00427516,44
596,",,N,",PRCP,2016-02-20T00:00:00,GHCND:US1UTWG0005,0
597,",,N,",SNOW,2016-02-20T00:00:00,GHCND:US1UTWG0005,0
598,",,N,",PRCP,2016-02-20T00:00:00,GHCND:US1UTWG0014,0
599,",,N,",SNOW,2016-02-20T00:00:00,GHCND:US1UTWG0014,0
600,",,7,0800",PRCP,2016-02-20T00:00:00,GHCND:USC00423506,0
601,",,7,",SNOW,2016-02-20T00:00:00,GHCND:USC00423506,0
602,",,7,",SNWD,2016-02-20T00:00:00,GHCND:USC00423506,0
603,",,7,0800",PRCP,2016-02-20T00:00:00,GHCND:USC00427516,0
604,",,7,",SNOW,2016-02-20T00:00:00,GHCND:USC00427516,0
605,",,7,0800",SNWD,2016-02-20T00:00:00,GHCND:USC00427516,0
606,",,7,0800",TMAX,2016-02-20T00:00:00,GHCND:USC00427516,217
607,",,7,0800",TMIN,2016-02-20T00:00:00,GHCND:USC00427516,33
608,",,7,0800",TOBS,2016-02-20T00:00:00,GHCND:USC00427516,39
609,",,N,",PRCP,2016-02-21T00:00:00,GHCND:US1UTWG0005,0
610,",,N,",SNOW,2016-02-21T00:00:00,GHCND:US1UTWG0005,0
611,",,N,",PRCP,2016-02-21T00:00:00,GHCND:US1UTWG0014,0
612,",,N,",SNOW,2016-02-21T00:00:00,GHCND:US1UTWG0014,0
613,",,7,0800",PRCP,2016-02-21T00:00:00,GHCND:USC00423506,0
614,",,7,",SNOW,2016-02-21T00:00:00,GHCND:USC00423506,0
615,",,7,",SNWD,2016-02-21T00:00:00,GHCND:USC00423506,0
616,",,7,0800",PRCP,2016-02-21T00:00:00,GHCND:USC00427516,0
617,",,7,",SNOW,2016-02-21T00:00:00,GHCND:USC00427516,0
618,",,7,0800",SNWD,2016-02-21T00:00:00,GHCND:USC00427516,0
619,",,7,0800",TMAX,2016-02-21T00:00:00,GHCND:USC00427516,228
620,",,7,0800",TMIN,2016-02-21T00:00:00,GHCND:USC00427516,39
621,",,7,0800",TOBS,2016-02-21T00:00:00,GHCND:USC00427516,44
622,",,N,",PRCP,2016-02-22T00:00:00,GHCND:US1UTWG0005,0
623,",,N,",SNOW,2016-02-22T00:00:00,GHCND:US1UTWG0005,0
624,",,N,",PRCP,2016-02-22T00:00:00,GHCND:US1UTWG0014,0
625,",,N,",SNOW,2016-02-22T00:00:00,GHCND:US1UTWG0014,0
626,",,7,0800",PRCP,2016-02-22T00:00:00,GHCND:USC00423506,0
627,",,7,",SNOW,2016-02-22T00:00:00,GHCND:USC00423506,0
628,",,7,",SNWD,2016-02-22T00:00:00,GHCND:USC00423506,0
629,",,7,0800",PRCP,2016-02-22T00:00:00,GHCND:USC00427516,0
630,",,7,",SNOW,2016-02-22T00:00:00,GHCND:USC00427516,0
631,",,7,0800",SNWD,2016-02-22T00:00:00,GHCND:USC00427516,0
632,",,7,0800",TMAX,2016-02-22T00:00:00,GHCND:USC00427516,189
633,",,7,0800",TMIN,2016-02-22T00:00:00,GHCND:USC00427516,39
634,",,7,0800",TOBS,2016-02-22T00:00:00,GHCND:USC00427516,39
635,",,N,",PRCP,2016-02-23T00:00:00,GHCND:US1UTWG0014,0
636,",,N,",SNOW,2016-02-23T00:00:00,GHCND:US1UTWG0014,0
637,",,7,0800",PRCP,2016-02-23T00:00:00,GHCND:USC00423506,0
638,",,7,",SNOW,2016-02-23T00:00:00,GHCND:USC00423506,0
639,",,7,",SNWD,2016-02-23T00:00:00,GHCND:USC00423506,0
640,",,7,0800",PRCP,2016-02-23T00:00:00,GHCND:USC00427516,0
641,",,7,",SNOW,2016-02-23T00:00:00,GHCND:USC00427516,0
642,",,7,0800",SNWD,2016-02-23T00:00:00,GHCND:USC00427516,0
643,",,7,0800",TMAX,2016-02-23T00:00:00,GHCND:USC00427516,217
644,",,7,0800",TMIN,2016-02-23T00:00:00,GHCND:USC00427516,33
645,",,7,0800",TOBS,2016-02-23T00:00:00,GHCND:USC00427516,89
646,",,N,",PRCP,2016-02-24T00:00:00,GHCND:US1UTWG0014,0
647,",,N,",SNOW,2016-02-24T00:00:00,GHCND:US1UTWG0014,0
648,",,7,0800",PRCP,2016-02-24T00:00:00,GHCND:USC00423506,0
649,",,7,",SNOW,2016-02-24T00:00:00,GHCND:USC00423506,0
650,",,7,",SNWD,2016-02-24T00:00:00,GHCND:USC00423506,0
651,",,7,0800",PRCP,2016-02-24T00:00:00,GHCND:USC00427516,0
652,",,7,",SNOW,2016-02-24T00:00:00,GHCND:USC00427516,0
653,",,7,0800",SNWD,2016-02-24T00:00:00,GHCND:USC00427516,0
654,",,7,0800",TMAX,2016-02-24T00:00:00,GHCND:USC00427516,156
655,",,7,0800",TMIN,2016-02-24T00:00:00,GHCND:USC00427516,6
656,",,7,0800",TOBS,2016-02-24T00:00:00,GHCND:USC00427516,11
657,",,N,",PRCP,2016-02-25T00:00:00,GHCND:US1UTWG0005,0
658,",,N,",SNOW,2016-02-25T00:00:00,GHCND:US1UTWG0005,0
659,",,N,",PRCP,2016-02-25T00:00:00,GHCND:US1UTWG0014,0
660,",,N,",SNOW,2016-02-25T00:00:00,GHCND:US1UTWG0014,0
661,",,7,0800",PRCP,2016-02-25T00:00:00,GHCND:USC00423506,0
662,",,7,",SNOW,2016-02-25T00:00:00,GHCND:USC00423506,0
663,",,7,",SNWD,2016-02-25T00:00:00,GHCND:USC00423506,0
664,",,7,0800",PRCP,2016-02-25T00:00:00,GHCND:USC00427516,0
665,",,7,",SNOW,2016-02-25T00:00:00,GHCND:USC00427516,0
666,",,7,0800",SNWD,2016-02-25T00:00:00,GHCND:USC00427516,0
667,",,7,0800",TMAX,2016-02-25T00:00:00,GHCND:USC00427516,183
668,",,7,0800",TMIN,2016-02-25T00:00:00,GHCND:USC00427516,11
669,",,7,0800",TOBS,2016-02-25T00:00:00,GHCND:USC00427516,28
670,",,N,",PRCP,2016-02-26T00:00:00,GHCND:US1UTWG0005,0
671,",,N,",SNOW,2016-02-26T00:00:00,GHCND:US1UTWG0005,0
672,",,N,",PRCP,2016-02-26T00:00:00,GHCND:US1UTWG0014,0
673,",,N,",SNOW,2016-02-26T00:00:00,GHCND:US1UTWG0014,0
674,",,7,0800",PRCP,2016-02-26T00:00:00,GHCND:USC00423506,0
675,",,7,",SNOW,2016-02-26T00:00:00,GHCND:USC00423506,0
676,",,7,",SNWD,2016-02-26T00:00:00,GHCND:USC00423506,0
677,",,7,0800",PRCP,2016-02-26T00:00:00,GHCND:USC00427516,0
678,",,7,",SNOW,2016-02-26T00:00:00,GHCND:USC00427516,0
679,",,7,0800",SNWD,2016-02-26T00:00:00,GHCND:USC00427516,0
680,",,7,0800",TMAX,2016-02-26T00:00:00,GHCND:USC00427516,222
681,",,7,0800",TMIN,2016-02-26T00:00:00,GHCND:USC00427516,28
682,",,7,0800",TOBS,2016-02-26T00:00:00,GHCND:USC00427516,44
683,",,N,",PRCP,2016-02-27T00:00:00,GHCND:US1UTWG0014,0
684,",,N,",SNOW,2016-02-27T00:00:00,GHCND:US1UTWG0014,0
685,",,7,0800",PRCP,2016-02-27T00:00:00,GHCND:USC00423506,0
686,",,7,",SNOW,2016-02-27T00:00:00,GHCND:USC00423506,0
687,",,7,",SNWD,2016-02-27T00:00:00,GHCND:USC00423506,0
688,",,7,0800",PRCP,2016-02-27T00:00:00,GHCND:USC00427516,0
689,",,7,",SNOW,2016-02-27T00:00:00,GHCND:USC00427516,0
690,",,7,0800",SNWD,2016-02-27T00:00:00,GHCND:USC00427516,0
691,",,7,0800",TMAX,2016-02-27T00:00:00,GHCND:USC00427516,244
692,",,7,0800",TMIN,2016-02-27T00:00:00,GHCND:USC00427516,44
693,",,7,0800",TOBS,2016-02-27T00:00:00,GHCND:USC00427516,72
694,",,N,",PRCP,2016-02-28T00:00:00,GHCND:US1UTWG0014,0
695,",,N,",SNOW,2016-02-28T00:00:00,GHCND:US1UTWG0014,0
696,",,7,0800",PRCP,2016-02-28T00:00:00,GHCND:USC00423506,0
697,",,7,",SNOW,2016-02-28T00:00:00,GHCND:USC00423506,0
698,",,7,",SNWD,2016-02-28T00:00:00,GHCND:USC00423506,0
699,",,7,0800",PRCP,2016-02-28T00:00:00,GHCND:USC00427516,0
700,",,7,",SNOW,2016-02-28T00:00:00,GHCND:USC00427516,0
